,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
15246,Boeing 747-8,19925.80858397667,46402.61478520576,20088.80851110597,20%-35% of MAC,266.25279140338534,70.413038051718,20910.11737673161,175,12303.747134165216,44194,501,Turboprop,27.4975969748528
15247,Airbus A380,57900.18515644093,113942.06807430791,102794.98343278655,35%-45% of MAC,960.9298345815998,149.86517635034167,427597.3025863587,134,7552.008417069313,58919,603,Piston,40.24553929600198
15248,Boeing 777,213455.32098824088,864061.9720463047,318463.886164936,20%-35% of MAC,853.2816007178537,188.1491971211547,156639.6782458434,300,10491.290249279757,28072,487,Piston,22.69260220502432
15249,Cessna 172,299996.4562462705,452165.7713022283,448094.7162927042,25%-35% of MAC,576.8551009890438,132.5851258719747,49618.722107450456,222,42302.71413487015,47116,604,Piston,80.77975141191293
15250,Boeing 747-8,55288.75292689384,251823.529372379,232936.9879158296,25%-35% of MAC,564.2356684163813,168.31969685134806,81504.38608069991,116,3126.8922538091742,40258,633,Turboprop,85.11776820479862
15251,Boeing 737-800,176287.13880647055,708554.8839374072,342532.0353503917,20%-35% of MAC,774.1539794953188,75.56676657884576,225293.25681274108,289,64623.25859012522,50855,628,Piston,11.962481002997317
15252,Boeing 777,120869.6616450706,147195.22662174556,133515.76414057796,15%-30% of MAC,572.6024096525348,144.27286624213775,97388.12265280624,325,35761.35895863153,45328,661,Piston,27.28645113265174
15253,Boeing 747-8,103192.11047859638,299154.42165140825,258408.79713049097,25%-35% of MAC,499.2500245496163,123.86262805712605,370145.4691258917,69,61131.32902256669,41449,463,Turbofan,33.50393047267178
15254,Airbus A320,298096.43280151073,730553.0947541824,602540.6080927285,20%-40% of MAC,670.8246231403702,109.03601608444808,439614.2639074187,498,2037.6930330302096,21832,687,Piston,21.981577961699752
15255,Embraer E190,146426.8901177005,594665.6568409158,511744.45783816895,15%-30% of MAC,821.5292477232543,124.52336495440382,245852.16281891777,234,7121.430328628472,25742,684,Piston,29.03762958434895
15256,Bombardier Global 6000,17908.892062669238,38086.07767557903,24788.851879510046,20%-40% of MAC,593.874990922094,151.09634651754791,228984.43341597164,328,53843.63422105925,41844,626,Turboprop,50.22228925167968
15257,Cessna 172,133298.57213580914,271949.5531686638,162368.66418818457,15%-30% of MAC,505.954604984163,54.17346661757613,193097.37931657027,461,80847.96282855143,26376,663,Piston,68.24732968540471
15258,Airbus A380,101254.25460952974,150826.18609119277,131367.29614610344,20%-35% of MAC,871.1700387311573,197.5967048724423,481203.8974756415,424,71672.97521840467,44533,558,Piston,15.123976908970809
15259,Beechcraft King Air 350,147557.70979992618,184734.36631352964,162575.8407817175,20%-35% of MAC,565.777259592581,132.2905857970085,458032.4704745208,454,69332.50772141945,24967,568,Turbofan,81.93392940645147
15260,Gulfstream G650,82452.31188243828,159632.9926327772,123943.67299348778,20%-35% of MAC,730.8990675687461,71.64258168700529,170697.41623699354,231,25595.855923275525,41572,581,Piston,40.94870560682095
15261,Airbus A380,7165.224116670385,16211.0271770408,15678.780421090489,20%-35% of MAC,912.9552644332384,199.44276092229285,259177.24721341731,393,59825.09130223242,44560,538,Turboprop,65.12190328497279
15262,Embraer E190,147565.23108668346,692328.444392065,491409.23105912,25%-35% of MAC,323.8689477822378,142.05575840220564,488258.0982699307,146,80164.98075396847,55974,453,Turbofan,66.92718091278476
15263,Beechcraft King Air 350,133335.3050207244,312773.7141441596,184379.39568610492,15%-30% of MAC,933.5163842912744,91.42145707813047,155449.0698262331,436,83847.44285488535,31975,414,Turbofan,35.68060066999317
15264,Boeing 747-8,54786.02058800264,138352.07206207502,129472.71467691814,35%-45% of MAC,952.0315654026432,52.02237090820064,118899.55621226114,118,15470.089212653693,32603,599,Turboprop,23.575226290698463
15265,Embraer E190,274283.4597308081,1156825.1278523495,845127.2138967616,20%-40% of MAC,366.6490635769244,101.03682889505508,328547.0050147625,317,77237.01025041331,37514,614,Piston,43.8649896349063
15266,Gulfstream G650,227722.94703685964,877505.7711540193,734948.2017139869,20%-40% of MAC,231.4432038515953,91.64548081127604,405183.7112285904,161,95434.0980640125,46815,409,Turbofan,78.76914582128197
15267,Beechcraft King Air 350,176764.72205595998,227816.4458744309,182927.1135945602,25%-35% of MAC,449.4827048761648,150.6327078641781,409991.2581091265,427,14069.07756851426,24418,695,Turboprop,24.089121486973355
15268,Airbus A380,52670.22862810205,208104.9278157309,133003.86165154984,25%-35% of MAC,786.1663471057495,115.38888500402484,307598.2394739642,88,92295.63056307884,31661,535,Piston,93.74919187849324
15269,Gulfstream G650,39617.90164324728,101709.56659299388,89530.91280527355,25%-35% of MAC,593.6522502053726,106.20711024179396,397806.1717157834,51,64263.16909590873,22920,511,Turboprop,44.09059393620165
15270,Airbus A320,201931.34421086105,826390.5922373652,792673.7489612998,35%-45% of MAC,976.4048618954052,48.17646944559493,421628.5166866901,86,32903.1027671209,42911,684,Turboprop,92.29260338366277
15271,Embraer E190,207991.1904711944,279711.6651022228,262274.3841016692,35%-45% of MAC,474.51153484932337,99.51768178053187,455922.6660544359,302,40376.62547490872,40841,409,Turbofan,55.05192591169999
15272,Cessna 172,274271.1889173162,872195.4447884753,425928.44112487626,35%-45% of MAC,975.9137460194318,34.52044399972711,131957.86483654054,150,14307.058451997404,30178,449,Piston,72.51509180776878
15273,Airbus A320,219821.8845119787,706608.323827633,269154.83153167786,20%-35% of MAC,789.8035315097967,124.41976155884088,283233.72542418644,394,93290.75625365291,52141,610,Piston,47.876555184586266
15274,Boeing 777,293061.25435823144,685879.2770068466,563577.8735895752,25%-35% of MAC,655.955366330259,106.14595951237251,273321.9477331306,342,83490.92994401342,46978,448,Turbofan,64.92432403117144
15275,Airbus A320,155345.6973927535,738449.619228763,341426.0973010804,20%-40% of MAC,829.7087857875563,116.61863182671466,348214.58788463654,116,79434.9231900414,26654,571,Piston,93.51120422472432
15276,Airbus A380,52690.80219557899,189618.9519475308,85470.53359166808,20%-35% of MAC,950.22196830292,138.24627052464044,27749.28220088266,270,92330.00494611332,25052,652,Piston,11.464354856619876
15277,Bombardier Global 6000,30178.550218694883,70230.75145507805,30756.29646961138,25%-35% of MAC,259.97260884429306,104.55721959746732,352317.7125821361,242,47104.02164378439,48174,545,Piston,56.38562995478664
15278,Gulfstream G650,259405.04322002223,997958.1451123152,978199.1966385072,25%-35% of MAC,330.02799322678834,163.74259376914446,48329.34613591218,73,53078.82064047031,35166,575,Turbofan,34.2050226780702
15279,Boeing 747-8,72516.76095759275,98422.50934927196,79769.57464047929,20%-40% of MAC,422.3491582422596,72.88412461525391,185264.15642316028,380,55803.255390915525,56477,481,Turboprop,39.867147037667294
15280,Beechcraft King Air 350,196599.9352560076,245689.40585901536,205726.6844235598,25%-35% of MAC,817.4190200924809,167.59609631031384,400735.8524355178,313,95767.73259395966,43699,665,Turboprop,22.07447146379845
15281,Boeing 747-8,296653.2861257543,905554.4935460642,462934.5111722248,35%-45% of MAC,501.95206087959576,62.36907495332088,426782.7656700721,108,15616.638211597186,42298,515,Turboprop,37.61858984263094
15282,Cessna 172,117303.78306231524,565392.2491584388,238881.97755927584,20%-40% of MAC,408.8767748873565,190.39531747024228,126124.91686659788,105,1007.2005170716676,28867,509,Turboprop,85.45825860639438
15283,Boeing 737-800,7459.930175149599,23220.63872020936,19013.259332388283,15%-30% of MAC,464.9784864091632,124.06106185760297,337406.4716804534,398,40011.61298487028,29103,459,Turbofan,34.54060943795021
15284,Embraer E190,192383.351587884,521191.7167692077,474679.1819404926,20%-35% of MAC,985.0111446184512,77.6805659527008,306592.16567572724,128,79994.76259354438,27397,494,Turboprop,54.91484968757365
15285,Cessna 172,205298.24716212664,896825.8477316811,706752.1558477283,15%-30% of MAC,261.8220566241501,145.29362897163182,127735.36242220685,433,95569.95784922496,55325,532,Piston,13.420464464219288
15286,Cessna 172,202529.2982856937,960381.1035716544,430692.3252192301,15%-30% of MAC,419.85243252222847,177.52130472394978,453267.58755502914,202,81701.95919829051,57930,619,Piston,22.3205637639406
15287,Airbus A380,238996.85468528743,270624.3797020987,265568.8422736629,35%-45% of MAC,697.7506099963928,68.83292325250346,242757.2247947801,406,94524.15983313776,32579,682,Turboprop,80.32328235574992
15288,Boeing 737-800,298499.2212182781,412285.25666663074,351131.1024704984,20%-35% of MAC,967.6966237609976,24.85050674360216,84904.22135842759,243,24257.18930108809,59801,566,Turbofan,78.8760941028521
15289,Airbus A320,261658.5251296185,888505.1366730434,385989.052087076,15%-30% of MAC,773.8994616776022,150.0281712512616,341198.97357322305,470,44766.8432146405,46454,534,Turbofan,74.95631228922299
15290,Cessna 172,29539.04896356244,136810.13845561643,67612.97614461633,35%-45% of MAC,779.8762533002756,51.721543697789386,306022.8988903788,333,68675.6048913572,38420,529,Turboprop,89.00257048110181
15291,Airbus A380,276708.9177551015,883668.8660125285,389109.39364711696,20%-40% of MAC,773.5306860628768,85.12362052846754,214534.84310617897,74,89380.46046996252,37289,548,Turbofan,26.52216312117742
15292,Airbus A380,59330.14447849068,178977.11911386793,157878.398276757,20%-35% of MAC,245.43581173794377,192.90785965484585,282791.5909040065,185,25985.40472031394,55063,549,Turbofan,92.1154972375958
15293,Airbus A320,140443.05975564118,337437.70024700864,286180.7199195917,20%-40% of MAC,433.5382739830029,120.25315740731932,214240.89499373868,303,1812.4671461833589,51220,602,Turboprop,22.468415800817944
15294,Bombardier Global 6000,268947.46342917124,603936.7292224702,286065.17119152413,20%-35% of MAC,548.2446963507141,77.49371715453515,98716.36614404108,467,59591.35603672124,51434,663,Turboprop,90.39091070769273
15295,Boeing 747-8,229683.1184457944,379174.8387216962,325735.5473145258,35%-45% of MAC,607.1545790681391,61.29381594480492,56798.98470651233,220,57428.48551524511,55154,596,Turboprop,69.64217717251005
15296,Airbus A380,106201.29194647889,364302.2686971207,253611.54381801235,20%-40% of MAC,335.83988963494244,104.85273374478416,253569.5265361885,125,63805.33385900558,38672,460,Turboprop,83.0721294646898
15297,Cessna 172,105998.31148111152,283704.5147686308,264691.4779062456,20%-35% of MAC,779.59941599736,152.51645459684406,300374.8775939507,243,21440.58033382626,37089,534,Turboprop,78.16844964065389
15298,Boeing 747-8,107340.61890282226,361912.40701499936,353258.89017588366,35%-45% of MAC,671.8094916180817,59.247718687257326,194536.44056037924,300,30050.328842145704,54991,483,Turbofan,15.334861996662742
15299,Boeing 747-8,165388.79461325082,453101.58768010186,216806.97300171264,25%-35% of MAC,388.1454921095212,172.79193883122855,309795.57808181527,166,52554.09865368807,20775,480,Piston,28.38035388629222
15300,Embraer E190,23827.25320327879,35681.9284872096,32324.10889429432,20%-40% of MAC,932.4730544615325,195.09986463692917,130413.66715780162,365,66923.70471148058,30328,498,Turbofan,46.88468691042281
15301,Bombardier Global 6000,143850.28588715667,331215.9632478608,157257.337777831,35%-45% of MAC,560.0314327040533,177.61901139317675,250093.2684912596,54,53387.792892964426,33800,498,Piston,73.79105394039041
15302,Airbus A320,206535.66581350815,484177.480913815,337061.9896427829,20%-40% of MAC,426.7867576163246,91.04516702735228,180506.06707717187,463,1678.5930779253067,38101,586,Turboprop,27.83700247631478
15303,Beechcraft King Air 350,138038.2435715865,395536.9847823619,279560.62252678524,15%-30% of MAC,914.228534353352,42.75314541619901,142380.90082607462,218,84932.31210716732,35275,528,Piston,37.794932349821366
15304,Gulfstream G650,34681.73587447855,100119.11569930227,75223.50153524132,35%-45% of MAC,277.5222259441664,53.40233895280656,361536.04845069273,319,22836.879762235563,37500,414,Turboprop,26.48168515472792
15305,Cessna 172,104317.04648109854,153633.31989562747,113197.39722457116,20%-40% of MAC,849.8798499269581,162.94950099593817,155715.7344658497,360,84242.41491372141,31266,594,Turbofan,94.43054690069089
15306,Airbus A380,55243.698965462965,94694.1441356514,80834.02738900304,15%-30% of MAC,869.6554218215206,59.569547066135,218054.95454695448,309,7328.085534713194,43603,654,Turboprop,85.18029767610976
15307,Boeing 747-8,1645.7043007249742,7619.515203811306,6809.42153602527,15%-30% of MAC,260.456203158667,78.43929837107737,32210.3226728662,438,14913.068145682078,26797,696,Piston,53.870095211658885
15308,Boeing 747-8,8285.221477916602,40855.20724839474,11053.221039456028,20%-35% of MAC,501.663722929974,129.21116848189843,433300.55379558273,102,4015.383578618547,56958,619,Piston,80.10530892818286
15309,Embraer E190,245842.76359963304,1078314.4947208564,688468.3071593081,20%-40% of MAC,207.81992879033203,153.79946876117697,281552.5731571737,251,86582.2380578347,44070,556,Turboprop,47.05962924094075
15310,Embraer E190,277232.52079286263,1217096.792607026,650850.0073084184,20%-40% of MAC,737.8681369925717,168.7864315285783,322345.4008093676,157,72892.85020845376,26130,534,Turbofan,93.72181485406917
15311,Cessna 172,105063.29821171054,210330.41720352456,107929.95628486338,25%-35% of MAC,442.1646421737211,22.58885760569099,421713.5957260616,292,18693.88862757484,21047,406,Turboprop,56.54696570855426
15312,Boeing 747-8,131415.11396488888,613193.7885188026,492899.6312179242,35%-45% of MAC,684.0200263206457,99.5923817380176,72753.0773726825,252,99735.895975575,56985,595,Piston,15.072285600600225
15313,Boeing 747-8,170817.39372539666,848291.6257763267,376985.2210207376,20%-40% of MAC,919.2791826533868,141.3057723811674,364026.3174808866,158,64365.17917462318,51907,587,Turbofan,46.31521834269998
15314,Cessna 172,25261.695681750592,102716.00431921112,91961.45812122978,20%-40% of MAC,936.230832033238,54.21656675000588,388876.809498517,441,28072.55593596897,54632,700,Piston,61.72849027705418
15315,Bombardier Global 6000,123690.03787581807,255010.32637451816,145339.52581986674,35%-45% of MAC,573.1112808300195,41.074892148720295,60580.42107189339,318,30456.497609150912,43012,546,Turboprop,95.73910357358376
15316,Airbus A320,5280.333251175881,16712.981092998478,8083.015213485295,35%-45% of MAC,400.3354130582518,181.08344209039367,183700.3104985315,153,35217.321839669894,33305,616,Turbofan,36.71933879766439
15317,Embraer E190,289108.64689728385,1020237.481983558,624826.8729940967,20%-35% of MAC,555.4877328831673,102.803687032224,64241.56568210614,148,86103.38639164557,52517,584,Piston,89.68935200207622
15318,Embraer E190,293519.90724614944,315461.7129278983,309549.3872700039,35%-45% of MAC,653.85532754929,160.84238396041073,348022.1961591295,73,2503.288967389163,24136,440,Turboprop,60.38782351296577
15319,Gulfstream G650,284141.84869864635,1001893.4955843932,752247.0160600301,25%-35% of MAC,390.5396990108469,62.12839217811815,45958.56334855177,53,31089.36870175449,40900,400,Turbofan,65.63760398553876
15320,Boeing 777,168654.7902796301,280542.3647100892,259866.81440852172,15%-30% of MAC,871.6956949305871,182.73042085662175,229422.07050291743,386,70624.60613148342,43536,662,Turboprop,89.64777819841733
15321,Airbus A320,130627.36319650474,154663.76245036346,140419.89018725604,15%-30% of MAC,430.66471645238266,116.65368045211464,38175.20548927544,95,64604.96009135127,23828,408,Turboprop,27.51779453456141
15322,Bombardier Global 6000,220453.61027329223,856217.5034603105,727319.3902644766,20%-35% of MAC,240.8360435034265,199.92375222709063,422646.0076932497,194,81043.69275727314,35833,658,Piston,13.911765802056111
15323,Gulfstream G650,259002.8047321237,1234366.9694706646,735607.8565145445,20%-35% of MAC,305.200612230262,41.75149923764218,105421.50569625702,53,80998.71596799302,29170,559,Piston,22.018397388825534
